Cruise Embark Date,Age Banding,Cruise Ship Name,SubTrade,Lifestage,Lead Time (Days),Mosaic Group,Mosaic Type,Net Weekly HH Income,Total Children,Faretype,Cabin Meta,Cruise Experience,Cruises Completed with HAL,Region,Contactability,Duration
30/06/2018,55 - 64 Years,Eurodam,TransPacific,Empty Nesters,57,Modest Traditions,Offspring Overspill,480.2,0,Select Fare,Balcony,Newcomer,0,US Central,Mailable and Emailable,14
11/5/2018,55 - 64 Years,Koningsdam,Western Mediterranean,Empty Nesters,163,Prestige Positions,Alpha Families,480.2,0,Select Fare,Balcony,Newcomer,0,US Central,Mailable and Emailable,14
2/6/2018,45 - 54 Years,Eurodam,Norway Fjord,Empty Nesters,163,Senior Security,Classic Grandparents,480.2,0,Select Fare,Balcony,Past Guest,9,US Central,Mailable Only,7
13/08/2018,65 - 74 Years,Prinsendam,Australia/NZ,Retired Couples,204,Domestic Success,Modern Parents,480.2,0,Select Fare,Balcony,Past Guest,12,Japan,Mailable Only,19
17/11/2018,45 - 54 Years,Zaandam,Coastals,Family,305,Aspiring Homemakers,Primary Ambitions,480.3,0,Select Fare,Inside,Past Guest,1,Japan,Emailable Only,4
17/06/2018,45 - 54 Years,Koningsdam,Western Mediterranean,Empty Nesters,68,Senior Security,Solo Retirees,480.3,0,Saver,Balcony,Past Guest,2,Japan,Emailable Only,14
14/07/2018,65 - 74 Years,Eurodam,Norway Fjord,Retired Couples,72,Suburban Stability,Fledgling Free,480.3,0,Select Fare,Balcony,Past Guest,1,South America,Emailable Only,7
19/01/2018,55 - 64 Years,Nieuw Statendam,Caribbean Southern,Empty Nesters,135,Modest Traditions,Offspring Overspill,480.3,0,Select Fare,Balcony,Past Guest,5,South America,Mailable Only,14
28/05/2018,75 - 84 Years,Zaandam,Western Mediterranean,Older Singles,298,City Prosperity,Metro High-Flyers,480.3,0,Select Fare,Deluxe Balcony,Newcomer,0,US West Coast,Mailable and Emailable,17
15/09/2018,65 - 74 Years,Eurodam,Atlantic Islands,Retired Couples,487,Modest Traditions,Offspring Overspill,480.3,0,Select Fare,Balcony,Past Guest,1,US West Coast,Emailable Only,13
1/9/2018,65 - 74 Years,Prinsendam,Atlantic Islands,Retired Couples,55,Senior Security,Classic Grandparents,480.3,0,Select Fare,Balcony,Past Guest,2,US West Coast,Emailable Only,16
1/12/2017,65 - 74 Years,Eurodam,Caribbean Eastern,Retired Couples,333,Senior Security,Classic Grandparents,480.4,0,Select Fare,Inside,Past Guest,2,US West Coast,Emailable Only,14
1/7/2018,75 - 84 Years,Koningsdam,Alaska RT Seattle,Elderly Couples,162,Senior Security,Classic Grandparents,480.4,0,Select Fare,Suite,Past Guest,12,South America,Emailable Only,7
30/06/2018,55 - 64 Years,Westerdam,Coastals,Empty Nesters,174,Suburban Stability,Boomerang Boarders,480.4,0,Select Fare,Balcony,Past Guest,6,US West Coast,Mailable and Emailable,4
16/03/2018,65 - 74 Years,Nieuw Statendam,Caribbean Transatlantic,Retired Couples,125,Prestige Positions,Bank of Mum and Dad,480.4,0,Select Fare,Outside,Newcomer,0,US West Coast,Emailable Only,14
5/2/2018,65 - 74 Years,Koningsdam,Panama Canal,Retired Couples,635,Suburban Stability,Boomerang Boarders,480.4,0,Select Fare,Balcony,Past Guest,1,South America,Mailable Only,35
26/05/2018,45 - 54 Years,Eurodam,Alaska RT Seattle,Empty Nesters,138,Prestige Positions,Bank of Mum and Dad,480.4,0,Select Fare,Outside,Past Guest,5,US West Coast,Emailable Only,7
29/04/2018,65 - 74 Years,Eurodam,Norway Fjord,Retired Couples,291,Senior Security,Classic Grandparents,480.4,0,Select Fare,Suite,Newcomer,0,US West Coast,Mailable and Emailable,7
2/9/2018,35 - 44 Years,Nieuw Statendam,Norway Fjord,Family,190,Domestic Success,Mid-Career Convention,480.4,1,Select Fare,Balcony,Past Guest,2,US West Coast,Mailable Only,7
2/2/2018,65 - 74 Years,Nieuw Statendam,Caribbean Southern,Retired Couples,394,Vintage Value,Pocket Pensions,480.4,0,Select Fare,Inside,Past Guest,8,US West Coast,Mailable and Emailable,14
19/05/2018,55 - 64 Years,Eurodam,Norway Fjord,Empty Nesters,136,Prestige Positions,Empty-Nest Adventure,480.4,0,Select Fare,Balcony,Past Guest,1,US West Coast,Mailable Only,7
16/05/2018,45 - 54 Years,Westerdam,Coastals,Empty Nesters,389,Domestic Success,Mid-Career Convention,480.4,0,Early Saver,Inside,Past Guest,9,US West Coast,Emailable Only,3
24/06/2018,45 - 54 Years,Nieuw Statendam,Baltic,Empty Nesters,42,Domestic Success,Thriving Independence,480.4,0,Select Fare,Outside,Past Guest,8,US West Coast,Mailable Only,14
2/4/2018,75 - 84 Years,Prinsendam,Atlantic Islands,Elderly Couples,277,Prestige Positions,Bank of Mum and Dad,480.4,0,Select Fare,Inside,Past Guest,24,US West Coast,Mailable and Emailable,18
8/7/2018,65 - 74 Years,Koningsdam,Atlantic Islands,Retired Couples,311,Suburban Stability,Boomerang Boarders,480.4,0,Select Fare,Outside,Past Guest,5,US West Coast,Mailable Only,12
3/6/2018,75 - 84 Years,Nieuw Statendam,Western Mediterranean,Elderly Couples,492,Prestige Positions,Empty-Nest Adventure,480.4,0,Select Fare,Balcony,Past Guest,6,US West Coast,Emailable Only,14
12/4/2018,55 - 64 Years,Amsterdam,Alaska RT YVR,Empty Nesters,278,Senior Security,Classic Grandparents,480.4,0,Select Fare,Inside,Past Guest,1,US West Coast,Mailable Only,7
5/8/2018,55 - 64 Years,Koningsdam,Atlantic Islands,Empty Nesters,422,Rural Reality,Satellite Settlers,480.4,0,Select Fare,Inside,Past Guest,3,US West Coast,Emailable Only,12
11/2/2018,65 - 74 Years,Prinsendam,Atlantic Islands,Retired Couples,79,Senior Security,Classic Grandparents,480.5,0,Saver,Deluxe Balcony,Past Guest,14,US West Coast,Mailable and Emailable,12
6/12/2017,55 - 64 Years,Westerdam,Baltic,Empty Nesters,103,Suburban Stability,Boomerang Boarders,480.5,0,Select Fare,Mini Suite,Past Guest,5,US West Coast,Mailable and Emailable,10
15/04/2018,35 - 44 Years,Westerdam,Australia/NZ,PreFamily,80,Country Living,Wealthy Landowners,480.6,0,Select Fare,Outside,Past Guest,1,US West Coast,Emailable Only,17
9/11/2018,75 - 84 Years,Amsterdam,Atlantic Islands,Elderly Couples,421,Prestige Positions,Empty-Nest Adventure,480.6,0,Select Fare,Mini Suite,Past Guest,10,US West Coast,Mailable and Emailable,12
1/2/2018,35 - 44 Years,Koningsdam,Coastals,Family,384,Rural Reality,Local Focus,480.7,2,Select Fare,Outside,Past Guest,8,US West Coast,Mailable Only,4
17/12/2017,65 - 74 Years,Amsterdam,Atlantic Islands,Retired Couples,45,Suburban Stability,Dependable Me,480.7,0,Select Fare,Outside,Past Guest,4,US West Coast,Mailable and Emailable,12
14/06/2018,75 - 84 Years,Amsterdam,Japan,Elderly Couples,101,Country Living,Village Retirement,480.7,0,Select Fare,Balcony,Past Guest,3,US West Coast,Emailable Only,7
17/06/2018,65 - 74 Years,Nieuw Statendam,Norway Fjord,Retired Couples,108,Suburban Stability,Fledgling Free,480.8,0,Select Fare,Balcony,Past Guest,2,US West Coast,Mailable and Emailable,7
19/05/2018,75 - 84 Years,Eurodam,Norway Fjord,Elderly Couples,303,Vintage Value,Seasoned Survivors,480.8,0,Early Saver,Inside,Past Guest,1,US West Coast Coast,Mailable Only,7
25/08/2018,25 - 34 Years,Eurodam,Norway Fjord,Family,202,Domestic Success,Modern Parents,480.8,1,Saver,Balcony,Past Guest,7,US West Coast,Emailable Only,7
22/04/2018,55 - 64 Years,Nieuw Statendam,Norway Fjord,Empty Nesters,103,Suburban Stability,Family Ties,480.8,0,Select Fare,Deluxe Balcony,Past Guest,36,US West Coast Coast,Mailable Only,7
2/6/2018,65 - 74 Years,Eurodam,Norway Fjord,Retired Couples,492,Country Living,Village Retirement,480.8,0,Select Fare,Mini Suite,Past Guest,36,US West Coast Coast,Mailable Only,7
5/8/2018,65 - 74 Years,Zaandam,Norway Fjord,Retired Couples,285,Prestige Positions,Empty-Nest Adventure,480.8,0,Early Saver,Balcony,Past Guest,7,US West Coast,Emailable Only,12
29/04/2018,55 - 64 Years,Eurodam,Norway Fjord,Empty Nesters,239,Modest Traditions,Self Supporters,480.8,0,Select Fare,Inside,Past Guest,3,US West Coast,Mailable Only,7
23/07/2018,65 - 74 Years,Prinsendam,Greenland,Retired Couples,376,Rural Reality,Outlying Seniors,480.8,0,Select Fare,Outside,Newcomer,0,US West Coast Coast,Mailable and Emailable,19
28/05/2018,75 - 84 Years,Zaandam,Western Mediterranean,Elderly Couples,259,Senior Security,Bungalow Haven,480.8,0,Select Fare,Outside,Past Guest,4,US West Coast,Mailable Only,17
1/12/2017,35 - 44 Years,Prinsendam,Coastals,PreFamily,313,Transient Renters,Midlife Stopgap,480.8,0,Select Fare,Mini Suite,Past Guest,2,Japan,Mailable Only,2
9/3/2018,75 - 84 Years,Westerdam,North Cape,Elderly Couples,444,Rural Reality,Outlying Seniors,480.8,0,Select Fare,Inside,Past Guest,7,Japan,Mailable and Emailable,12
20/09/2018,65 - 74 Years,Amsterdam,Japan,Retired Couples,336,Prestige Positions,Empty-Nest Adventure,480.8,0,Select Fare,Outside,Past Guest,4,South America,Mailable Only,14
11/2/2018,55 - 64 Years,Amsterdam,Panama Canal,Empty Nesters,264,Suburban Stability,Dependable Me,480.8,0,Select Fare,Balcony,Past Guest,1,South America,Mailable and Emailable,28
12/11/2018,55 - 64 Years,Koningsdam,Alaska RT Seattle,Empty Nesters,82,Country Living,Wealthy Landowners,480.8,0,Select Fare,Balcony,Past Guest,4,Australia,Mailable and Emailable,11
16/12/2017,75 - 84 Years,Zaandam,Panama Canal,Elderly Couples,486,Prestige Positions,Empty-Nest Adventure,480.8,0,Select Fare,Balcony,Newcomer,0,Australia,Mailable Only,24
15/07/2018,75 - 84 Years,Nieuw Statendam,Alaska RT Seattle,Elderly Couples,357,Prestige Positions,Empty-Nest Adventure,480.8,0,Select Fare,Inside,Past Guest,7,South America,Emailable Only,7
29/07/2018,65 - 74 Years,Koningsdam,Norway Fjord,Retired Couples,120,Prestige Positions,Empty-Nest Adventure,480.8,0,Select Fare,Deluxe Balcony,Past Guest,5,US West Coast,Mailable Only,7
2/8/2018,65 - 74 Years,Westerdam,Australia/NZ,Retired Couples,94,Rural Reality,Outlying Seniors,480.8,0,Saver,Mini Suite,Past Guest,1,US West Coast,Mailable Only,17
11/5/2018,65 - 74 Years,Koningsdam,Western Mediterranean,Retired Couples,318,Vintage Value,Estate Veterans,480.8,0,Select Fare,Balcony,Past Guest,2,US West Coast,Mailable and Emailable,14
3/6/2018,55 - 64 Years,Nieuw Statendam,Western Mediterranean,Empty Nesters,427,Suburban Stability,Fledgling Free,480.8,0,Select Fare,Balcony,Past Guest,12,US West Coast Coast,Mailable and Emailable,14
2/6/2018,55 - 64 Years,Eurodam,Norway Fjord,Empty Nesters,407,Modest Traditions,Self Supporters,480.8,0,Select Fare,Outside,Past Guest,14,US West Coast Coast,Mailable and Emailable,7
21/04/2018,85 - 94 Years,Koningsdam,Atlantic Islands,Elderly Couples,96,Rural Reality,Outlying Seniors,480.8,0,Select Fare,Outside,Past Guest,2,US West Coast Coast,Mailable Only,13
21/07/2018,25 - 34 Years,Westerdam,Atlantic Islands,PreFamily,91,Country Living,Rural Vogue,480.8,0,Select Fare,Balcony,Past Guest,1,US West Coast Coast,Emailable Only,12
30/09/2018,65 - 74 Years,Eurodam,Western Mediterranean,Retired Couples,94,Senior Security,Solo Retirees,480.8,0,Select Fare,Inside,Past Guest,24,US West Coast,Emailable Only,12
5/8/2018,45 - 54 Years,Koningsdam,Atlantic Islands,Empty Nesters,197,Prestige Positions,Empty-Nest Adventure,481,0,Select Fare,Inside,Past Guest,24,US West Coast,Mailable and Emailable,12
17/05/2018,55 - 64 Years,Amsterdam,Australia/NZ,Empty Nesters,102,Country Living,Village Retirement,481,0,Select Fare,Deluxe Balcony,Past Guest,3,US Central,Mailable Only,14
15/07/2018,55 - 64 Years,Nieuw Statendam,Alaska RT Seattle,Empty Nesters,132,Country Living,Rural Vogue,481,0,Early Saver,Outside,Past Guest,1,US West Coast Coast,Mailable Only,7
26/03/2018,45 - 54 Years,Amsterdam,Alaska RT YVR,Empty Nesters,81,Domestic Success,Mid-Career Convention,481,0,Select Fare,Outside,Past Guest,1,US Central,Emailable Only,10
22/12/2017,75 - 84 Years,Nieuw Statendam,Caribbean Southern,Elderly Couples,623,Senior Security,Classic Grandparents,481,0,Select Fare,Deluxe Balcony,Past Guest,11,US West Coast,Mailable Only,14
1/9/2018,55 - 64 Years,Prinsendam,Atlantic Islands,Empty Nesters,469,Domestic Success,Thriving Independence,481,0,Select Fare,Balcony,Past Guest,1,US West Coast Coast,Mailable and Emailable,16
30/11/2018,55 - 64 Years,Eurodam,Caribbean Eastern,Empty Nesters,91,Country Living,Wealthy Landowners,481.2,0,Select Fare,Balcony,Past Guest,3,US West Coast,Mailable and Emailable,14
3/1/2018,75 - 84 Years,Westerdam,Uk-Uk South America,Elderly Couples,632,Domestic Success,Cafés and Catchments,481.2,0,Early Saver,Inside,Past Guest,5,US West Coast Coast,Emailable Only,65
17/11/2018,25 - 34 Years,Zaandam,Coastals,PreFamily,111,Rural Reality,Outlying Seniors,481.2,0,Select Fare,Balcony,Past Guest,1,US West Coast,Emailable Only,4
28/10/2018,75 - 84 Years,Amsterdam,Alaska RT Seattle,Older Singles,256,Country Living,Village Retirement,481.2,0,Select Fare,Outside,Past Guest,2,US West Coast Coast,Mailable Only,12
16/09/2018,45 - 54 Years,Nieuw Statendam,Western Mediterranean,Empty Nesters,87,Aspiring Homemakers,Affordable Fringe,481.2,0,Early Saver,Balcony,Past Guest,6,US West Coast Coast,Mailable Only,14
16/09/2018,45 - 54 Years,Nieuw Statendam,Western Mediterranean,Empty Nesters,87,Aspiring Homemakers,Affordable Fringe,481.2,0,Saver,Outside,Past Guest,14,US West Coast Coast,Mailable and Emailable,14
21/11/2018,65 - 74 Years,Zaandam,Atlantic Islands,Older Singles,34,Prestige Positions,Diamond Days,481.2,0,Select Fare,Balcony,Past Guest,8,US East Coast,Mailable and Emailable,16
16/09/2018,45 - 54 Years,Nieuw Statendam,Western Mediterranean,Empty Nesters,625,Country Living,Rural Vogue,481.2,0,Select Fare,Inside,Past Guest,5,US West Coast Coast,Emailable Only,14
2/5/2018,75 - 84 Years,Westerdam,Western Mediterranean,Elderly Couples,323,Prestige Positions,Empty-Nest Adventure,481.2,0,Select Fare,Inside,Past Guest,1,Japan,Mailable Only,14
9/12/2017,55 - 64 Years,Nieuw Statendam,Caribbean Eastern,Empty Nesters,294,Domestic Success,Modern Parents,481.3,0,Nets,Deluxe Balcony,Newcomer,0,Japan,Emailable Only,14
1/12/2017,65 - 74 Years,Eurodam,Caribbean Eastern,Retired Couples,366,Senior Security,Bungalow Haven,481.3,0,Saver,Balcony,Past Guest,1,US West Coast Coast,Mailable and Emailable,14
5/4/2018,55 - 64 Years,Amsterdam,Australia/NZ,Empty Nesters,192,Suburban Stability,Boomerang Boarders,481.3,0,Select Fare,Mini Suite,Past Guest,1,US West Coast Coast,Emailable Only,7
30/01/2018,75 - 84 Years,Prinsendam,Atlantic Islands,Elderly Couples,67,Senior Security,Classic Grandparents,481.3,0,Select Fare,Inside,Past Guest,2,US West Coast Coast,Emailable Only,12
27/01/2018,65 - 74 Years,Eurodam,Caribbean Southern,Retired Couples,248,Senior Security,Classic Grandparents,481.3,0,Select Fare,Inside,Past Guest,32,US West Coast Coast,Mailable Only,14
16/12/2017,55 - 64 Years,Eurodam,Caribbean Southern,Empty Nesters,347,Suburban Stability,Fledgling Free,481.4,0,Select Fare,Outside,Past Guest,1,US West Coast Coast,Mailable and Emailable,14
16/02/2018,45 - 54 Years,Nieuw Statendam,Caribbean Southern,Empty Nesters,72,Country Living,Scattered Homesteads,481.4,0,Select Fare,Inside,Past Guest,1,US West Coast Coast,Mailable and Emailable,14
2/2/2018,75 - 84 Years,Nieuw Statendam,Caribbean Southern,Elderly Couples,345,Senior Security,Classic Grandparents,481.4,0,Select Fare,Outside,Past Guest,1,US West Coast Coast,Emailable Only,14
4/5/2018,65 - 74 Years,Koningsdam,Alaska RT Seattle,Retired Couples,157,Country Living,Wealthy Landowners,481.4,0,Select Fare,Inside,Past Guest,2,US West Coast Coast,Emailable Only,7
12/10/2018,55 - 64 Years,Nieuw Statendam,Western Mediterranean,Empty Nesters,212,Senior Security,Bungalow Haven,481.4,0,Select Fare,Balcony,Past Guest,11,US Central,Mailable and Emailable,14
21/12/2017,75 - 84 Years,Koningsdam,Atlantic Islands,Elderly Couples,281,Senior Security,Classic Grandparents,481.4,0,Select Fare,Mini Suite,Past Guest,20,US Central,Mailable Only,14
12/7/2018,45 - 54 Years,Amsterdam,Japan,Empty Nesters,395,Suburban Stability,Family Ties,481.5,0,Select Fare,Mini Suite,Past Guest,21,US Central,Mailable Only,14
15/09/2018,55 - 64 Years,Koningsdam,Coastals,Empty Nesters,35,Aspiring Homemakers,Affordable Fringe,481.5,0,Select Fare,Inside,Past Guest,3,US Central,Mailable and Emailable,3
27/05/2018,18 - 24 Years,Nieuw Statendam,Norway Fjord,PreFamily,32,Family Basics,Childcare Squeeze,481.5,0,Select Fare,Balcony,Past Guest,22,US Central,Emailable Only,7
9/3/2018,65 - 74 Years,Prinsendam,Atlantic Islands,Retired Couples,109,Modest Traditions,Down-to-Earth Owners,481.5,0,Select Fare,Staff,Past Guest,1,US West Coast,Emailable Only,12
2/8/2018,55 - 64 Years,Westerdam,Australia/NZ,Empty Nesters,518,Suburban Stability,Fledgling Free,481.5,0,Saver,Outside,Past Guest,11,US Central,Emailable Only,17
15/09/2018,55 - 64 Years,Koningsdam,Coastals,Empty Nesters,199,Domestic Success,Thriving Independence,481.5,0,Select Fare,Inside,Newcomer,0,US Central,Mailable and Emailable,3
11/5/2018,35 - 44 Years,Nieuw Statendam,Coastals,PreFamily,13,Aspiring Homemakers,New Foundations,481.5,0,Select Fare,Deluxe Balcony,Past Guest,2,US Central,Mailable and Emailable,2
16/09/2018,65 - 74 Years,Nieuw Statendam,Western Mediterranean,Retired Couples,244,Senior Security,Classic Grandparents,481.5,0,Saver,Inside,Past Guest,1,US West Coast,Mailable and Emailable,14
12/10/2018,65 - 74 Years,Nieuw Statendam,Western Mediterranean,Retired Couples,359,Senior Security,Classic Grandparents,481.5,0,Select Fare,Balcony,Past Guest,4,US Central,Mailable Only,14
29/10/2018,55 - 64 Years,Koningsdam,Atlantic Islands,Empty Nesters,582,Senior Security,Solo Retirees,481.6,0,Select Fare,Balcony,Past Guest,7,US Central,Emailable Only,12
19/07/2018,45 - 54 Years,Amsterdam,Australia/NZ,Family,126,Prestige Positions,Alpha Families,481.6,0,Select Fare,Balcony,Past Guest,4,US Central,Emailable Only,7
21/04/2018,65 - 74 Years,Koningsdam,Atlantic Islands,Retired Couples,73,Senior Security,Classic Grandparents,481.6,0,Saver,Inside,Past Guest,2,US West Coast,Mailable and Emailable,13
21/04/2018,75 - 84 Years,Koningsdam,Atlantic Islands,Elderly Couples,302,Senior Security,Bungalow Haven,481.6,0,Select Fare,Deluxe Balcony,Past Guest,12,US Central,Mailable Only,13
8/10/2018,75 - 84 Years,Koningsdam,Alaska RT Seattle,Elderly Couples,237,Senior Security,Bungalow Haven,481.6,0,Select Fare,Balcony,Past Guest,2,US West Coast Coast,Mailable and Emailable,12
9/6/2018,65 - 74 Years,Eurodam,Baltic,Retired Couples,137,Suburban Stability,Dependable Me,481.6,0,Early Saver,Balcony,Past Guest,2,US West Coast Coast,Mailable and Emailable,14
14/11/2018,75 - 84 Years,Westerdam,Western Mediterranean,Elderly Couples,61,Senior Security,Bungalow Haven,481.6,0,Select Fare,Mini Suite,Past Guest,1,US West Coast Coast,Mailable Only,14
4/8/2018,45 - 54 Years,Eurodam,Norway Fjord,Empty Nesters,98,Rural Reality,Satellite Settlers,481.6,1,Early Saver,Inside,Past Guest,3,US Central,Mailable Only,7
4/5/2018,55 - 64 Years,Koningsdam,Alaska RT Seattle,Empty Nesters,96,Domestic Success,Modern Parents,481.6,0,Saver,Inside,Past Guest,7,US West Coast,Mailable and Emailable,7
16/12/2017,45 - 54 Years,Nieuw Statendam,Caribbean Eastern,Empty Nesters,414,Domestic Success,Mid-Career Convention,481.6,0,Select Fare,Balcony,Past Guest,2,US West Coast Coast,Mailable Only,14
30/09/2018,65 - 74 Years,Nieuw Statendam,Atlantic Islands,Retired Couples,27,Urban Cohesion,Community Elders,481.7,0,Saver,Inside,Past Guest,3,US Central,Mailable Only,12
9/8/2018,55 - 64 Years,Amsterdam,Japan,Empty Nesters,107,Suburban Stability,Boomerang Boarders,481.8,0,Select Fare,Balcony,Newcomer,0,US Central,Mailable and Emailable,7
11/5/2018,25 - 34 Years,Koningsdam,Western Mediterranean,PreFamily,267,Prestige Positions,Bank of Mum and Dad,481.8,0,Select Fare,Outside,Past Guest,1,US Central,Mailable and Emailable,14
13/05/2018,65 - 74 Years,Nieuw Statendam,Norway Fjord,Retired Couples,92,Prestige Positions,Empty-Nest Adventure,481.8,0,Select Fare,Deluxe Balcony,Past Guest,3,US Central,Emailable Only,7
